conv_id	prompt_pl	prompt	context	mood	mood_idx	sentiment	sentiment_idx
hit:7397_conv:14794	Byłem bezrobotny, ale ostatnio znalazłem pracę. Będę w stanie zapłacić rachunki i uniknąć eksmisji z mieszkania.	I was jobless but recently I found a job. I will be able pay my bills and avoid be evicted from my appartment.	grateful	happiness	0	good	0
hit:3598_conv:7197	Rozmawiałem z kimś i mieliśmy świetną chemię, a potem rzucili się na mnie.	I was talking to someone and we had great chemistry then  they went ghost on me.	sad	sadness	5	bad	1
hit:8935_conv:17871	Znowu nie zdałem egzaminów wstępnych.	I failed my entrance exams again.	devastated	sadness	5	bad	1
hit:1145_conv:2291	Popełniłem błąd w swojej pracy. Mój menadżer poprawił mnie, ale mnie nie skarcił. Chociaż nic nie powiedział, wstydzę się tego.	I did mistake in my work. My manager corrected me but he didn't scold me. Though he didn't say anything I feel ashamed about it.	guilty	guilt	6	bad	1
1941-4	naprawdę ? Widziałem to dwa lata temu. Warto zobaczyć i to prowokuje do myślenia.	oh , really ? I saw it two years ago . It's worth seeing and it's thought-provoking .	no emotion	neutral	8	neutral	2
hit:10194_conv:20389	Kiedy urodził się mój syn, nigdy nie czułam takiej troski o inną osobę. Przeniósłbym dla niego góry.	When my son was born I'd never felt so much concern for another person. I would move mountains for him.	caring	other_good	2	good	0
hit:3921_conv:7842	Byłem w sklepie i naprawdę potrzebowałem kanapki. Nie miałem pieniędzy, więc wyszedłem z jedną kanapką bez płacenia.	I was in a store and really needed a sandwhich. I didn't have any money so I walked out with one sandwich without paying.	ashamed	guilt	6	bad	1
hit:8243_conv:16487	Oczekuję, że mój syn zda egzamin. Ale tego nie zrobił. Szkoda mi go.	I expect my son to get pass in the exam. But he didn't. I feel bad for him.	disappointed	sadness	5	bad	1
hit:12194_conv:24389	Mój telefon nie działa zbyt dobrze. Będę musiał ponownie to przyjąć.	My phone is not working very well. I am going to have to take it in again.	annoyed	anger	3	bad	1
hit:10499_conv:20999	Zdecydowałem się kiedyś skoczyć na spadochronie i bardzo się tym denerwowałem. Byłem przerażony, ale mój instruktor był niesamowity i w końcu udało mi się ukończyć skok.	I decided to go skydiving one time and I was really nervous about it. I was so freaked out but my instructor was awesome and I finally was able to complete the jump.	trusting	other_good	2	good	0
hit:11381_conv:22762	Mój najlepszy przyjaciel z dzieciństwa przyjechał do miasta w zeszłym tygodniu. Mieliśmy się spotkać pewnego wieczoru na kolacji, ale wyszła w ostatniej chwili.	My best friend from childhood came into town last week.  We were supposed to get together for dinner one night, but she bailed at the last minute.	disappointed	sadness	5	bad	1
8111-3	Spotkajmy się w piątek, aby omówić Twoje postępy. Podaj mi swój adres e-mail ... hm, mam na myśli adresy ... Skontaktujemy się z Tobą.	Let's meet on Friday to discuss your progress . Give me your e-mail address ... umm , I mean addresses ... We'll be in touch .	no emotion	neutral	8	neutral	2
hit:4173_conv:8347	Mam nadzieję, że nowa gra Pokemon będzie naprawdę dobra, chociaż nie jestem pewien	I am hoping the new Pokemon game ends up being really good, I am not sure though	hopeful	confidence	1	good	0
hit:8299_conv:16598	Dostałem dziś awans w pracy.	I was given a promotion at work today.	proud	other_good	2	good	0
hit:7097_conv:14194	Mój bliski przyjaciel przenosi się do innego stanu. Myślę, że będę za nim bardzo tęsknić	My close friend is moving away to another state. I think I am going to miss him a lot	sad	sadness	5	bad	1
hit:1778_conv:3556	Poprosiłem moją dziewczynę, żeby za mnie wyszła. Tak się cieszę, że się zgodziła!	I asked my girlfriend to marry me.  I am so happy she said yes!	joyful	happiness	0	good	0
hit:3016_conv:6033	Zgubiłem kluczyki do samochodu zeszłej nocy w barze.	I lost my car keys at a bar last night.	angry	anger	3	bad	1
hit:1519_conv:3038	Czułam się źle, kiedy okłamywałam mojego tatę, mówiąc o kłopotach. Bałam się mu powiedzieć	I felt bad when I lied to my dad about getting in trouble. I was scared to tell him	guilty	guilt	6	bad	1
hit:4404_conv:8808	Przyjechałem wczoraj do San Diego i przeczytałem książkę pod palmą. To było naprawdę miłe uczucie.	I arrived in San Diego yesterday and got to read a book under a palm tree. It felt really nice.	content	happiness	0	good	0
hit:11091_conv:22182	Jestem bardzo szczęśliwy, że cała moja rodzina mieszka blisko.	I am so happy all my family lives close by.	grateful	happiness	0	good	0
hit:10303_conv:20606	Jestem taka szczęśliwa, że właśnie mam nowego szczeniaka!	I am so happy I just got a new puppy!	joyful	happiness	0	good	0
hit:5302_conv:10604	Miałem dzisiaj do czynienia z naprawdę okropnymi przedstawicielami obsługi klienta. MOGĄ być właścicielami firmy, ale mogą być przebrani za wsparcie ... jednak byli TAK zarozumiali i niegrzeczni ... Nie rozumiem, jak ktokolwiek kiedykolwiek używa ich oprogramowania!	I had to deal with some truly terrible customer service reps today. They MIGHT own the company but be disguised as support..however they were SO snotty and rude..I don't understand how anyone ever uses their software!	disgusted	other_bad	7	bad	1
hit:1414_conv:2829	Byłem wściekły, kiedy plotkowała o mojej mamie.	I was furious when my mom was gossipped about.	furious	anger	3	bad	1
hit:2313_conv:4627	Rzuciłem palenie po 30 latach. Czuję się świetnie!	I quit smoking after 30 years. I feel great!	proud	other_good	2	good	0
hit:4057_conv:8114	Za trzy dni kończę 21 lat!	I'm turning 21 in three days!	excited	happiness	0	good	0
hit:3776_conv:7552	Wszedłem do kościoła w trakcie prywatnej ceremonii chrztu. byłam taka zawstydzona	i walked into a church in the middle of a private baptism ceremony. i was so ashamed	ashamed	guilt	6	bad	1
hit:11668_conv:23336	Udzielam pomocy i wsparcia przyjacielowi, który niedawno stracił monarchę.	I have been providing help and support for a friend that has lost his mon recently.	caring	other_good	2	good	0
hit:1602_conv:3205	Moja moc wyszła dzisiaj trzy razy. Dobrze, że miałem baterie.	My power went out three times today.  Good thing I had batteries.	prepared	confidence	1	good	0
hit:5462_conv:10924	Nie jestem osobą antagonistyczną. Ale jeśli ktoś nie szanuje mnie na oczach moich przyjaciół lub spróbuje rozpocząć walkę, będę gotowy, aby go znokautować	I'm not an antagonistic person.  But if someone disrespects me in front of my friends or tries to start a fight I'll be ready to knock him out cold	prepared	confidence	1	good	0
hit:6271_conv:12542	Mój egzamin jest w przyszłym tygodniu. Lubię zdobywać wysokie punkty. Więc ciężko się uczę.	My exam is on next week. I like to score high. So I'm studying hard.	prepared	confidence	1	good	0
hit:10664_conv:21328	Mam nadzieję na przyszłość. Chciałbym zostać światowej klasy lekarzem, który pomaga ludziom w krajach drugiego świata	I am hopeful about the future. I wish to become a world class doctor who helps those in second world countries	hopeful	confidence	1	good	0
hit:7830_conv:15660	Poszedłem z rodziną świętować ferie zimowe. Miło było zobaczyć wszystkich, zjeść pyszny posiłek i wymienić prezenty	I went to celebrate the winter holidays with family. It was so nice to see everyone, enjoy a delicious meal and exchange gifts	joyful	happiness	0	good	0
hit:1355_conv:2711	Od zeszłego roku huragan Irma dość mocno uderzył w moją okolicę. Przed szczytem huraganów w tym roku dostałem już dodatkowe zbiorniki do grilla, mały generator i radio pogodowe na wszelki wypadek!	Since last year hurricane Irma hit my area pretty hard. Before the peak of hurricane season this year I have already gotten extra tanks for my grill, a small generator and a weather radio just in case!	prepared	confidence	1	good	0
hit:10476_conv:20953	Moja dziewczyna była w szpitalu i nigdy jej nie zostawiłem. Czułem, że muszę z nią być	My girlfriend was in the hospital and i never left her side. I felt like i needed to be there with her	faithful	other_good	2	good	0
hit:11214_conv:22429	Właśnie przeprowadziłem się do innego kraju i nie jestem pewien, czy to był właściwy krok dla mnie.	I just moved across country and i feel a bit unsure if this was the right move for me.	apprehensive	fear	4	bad	1
hit:10630_conv:21260	Zaufałem nieznajomemu z moim telefonem komórkowym, a on z nim uciekł!	I trusted a stranger with my cellphone and he ran off with it!	trusting	other_good	2	good	0
hit:2317_conv:4634	Kiedyś bałem się ciemności, ale teraz już nie tak bardzo, długo miałem lampkę nocną	I used to be afraid of the dark but now I am not so much, I had a nightlight for a long time	afraid	fear	4	bad	1
hit:1451_conv:2902	W końcu udałem się do łazienki po trzymaniu go przez 3 godziny. Czasami praca jest szalenie zajęta.	I finally got to go to the bathroom after holding it for 3 hours. Work is crazy busy sometimes.	content	happiness	0	good	0
hit:12287_conv:24574	Mój współlokator zawsze wkurza całą deskę sedesową. To mnie wkurza.	My roommate always pees all over the toilet seat. It makes me so mad.	annoyed	anger	3	bad	1
hit:11020_conv:22041	Moja najlepsza przyjaciółka niedawno przeniosła się do innego stanu i dawno jej nie widziałem	My best friend recently moved to another state and I haven't seen her in a while	lonely	sadness	5	bad	1
hit:5789_conv:11578	Dlaczego nie mam u boku kobiety w wieku 46 lat?	Why don't I have a woman by my side at 46?	lonely	sadness	5	bad	1
hit:6149_conv:12298	Poszedłem do ratusza, aby odnowić prawo jazdy. Agent podał błędne informacje. Przez niego zmarnowałem trzy miesiące.	I went to the town hall to renew driving license. The agent gave wrong information. Because of him, I wasted three months.	angry	anger	3	bad	1
hit:969_conv:1938	Pomyślałem, że może dostanę awans.	I thought just maybe I would of got the promotion.	hopeful	confidence	1	good	0
hit:11387_conv:22775	Pamiętam, że jako dziecko dostałem Nintendo 64, jaki byłem szczęśliwy i podekscytowany. Najlepsze wspomnienie świąteczne, jakie mam.	I remember as a child when I got my Nintendo 64 how happy and excited I was. Best christmas memory I have.	joyful	happiness	0	good	0
hit:10690_conv:21380	Jestem tak zirytowany moim bratem, że pożyczył mój szczęśliwy ołówek, kiedy wiedział, że mam dziś ważny test	I am so annoyed by my brother, He borrowed my lucky pencil when he knew I had an important test today	annoyed	anger	3	bad	1
hit:6014_conv:12029	Mój lekarz odwołał moją wizytę godzinę przed jej wyznaczeniem. Teraz na nowy muszę poczekać 2 tygodnie w gorszym czasie. Jestem wściekły.	My doctor cancelled my appointment an hour before it was scheduled. Now I have to wait 2 weeks for a new one at a worse time. I'm so mad.	angry	anger	3	bad	1
hit:6140_conv:12281	Czuję się trochę zdenerwowany powrotem na Florydę.	I feel a bit nervous to return to Florida.	apprehensive	fear	4	bad	1
hit:12396_conv:24792	W końcu mam pracę i spłaciłem pożyczki studenckie.	I finally have a job and paid off my student loans.	content	happiness	0	good	0
hit:2535_conv:5071	Policja nigdy się tu nie pojawia. Zdecydowanie mnie to denerwuje	Police never show up here. It definitely upsets me	disgusted	other_bad	7	bad	1
hit:413_conv:827	Mój samolot został opóźniony z powodu burzy, ale na wszelki wypadek przyniosłem przekąski.	My plane got delayed because of a storm but I brought snacks just in case.	prepared	confidence	1	good	0
hit:2183_conv:4366	Uwielbiam patrzeć, jak dzieci bawią się latem na dworze. W zeszłym roku nie było bezpiecznie	I love seeing the kids play outside in the summer. It wasnt safe last year	caring	other_good	2	good	0
hit:6763_conv:13526	Mój pies zmarł kilka tygodni temu. Miała 12 lat. Naprawdę za nią tęsknię.	My dog passed away a few weeks ago. She was 12. I really miss her.	sad	sadness	5	bad	1
hit:5553_conv:11107	Przygotowuję się do przyjęcia gre i staram się wszystko przygotować.	I am getting ready to take the gre and I am trying to get everything ready.	prepared	confidence	1	good	0
hit:4000_conv:8000	Byłem sam w domu i usłyszałem coś, co brzmiało jak drapanie pod podłogą. Martwiłem się, że pod domem jest zwierzę i że może dostać się do domu i może być czymś niebezpiecznym.	I was home alone and heard what sounded like scratching underneath the floor. I was worried an animal was under the house, and that it might be able to get into the house, and that it might be something dangerous.	afraid	fear	4	bad	1
hit:7271_conv:14543	Wiem, że nie powinienem, ale wysłałem SMS-a do dziewczyny, żeby zaprosiła ją na randkę.	I know I shouldn't have, but I texted a girl to ask her on a date.	hopeful	confidence	1	good	0
hit:6581_conv:13163	Jestem bardzo naiwną osobą, więc byłam kompletnie zdruzgotana, gdy mój chłopak wrócił do domu i powiedział mi, że wprowadza się do innej kobiety.	I am a very naive person, so I was completely shattered when my boyfriend came home and told me he was moving in with another woman.	trusting	other_good	2	good	0
hit:3517_conv:7034	Zaraz urodzę trzecie dziecko i nie mogę się doczekać, kiedy w końcu będę je mieć. Żłobek jest skończony, ubrania gotowe, a ja pakuję się do szpitala. Dobrze iść.	I'm about to have my third child and can't wait to finally have this baby.  The nursery is done, the clothes are ready, and I'm packed for the hospital. Good to go.	prepared	confidence	1	good	0
hit:10345_conv:20690	Ilekroć mój syn ma zostać z dziadkami na noc, nie mogę się doczekać krótkiej przerwy. Jak tylko go nie ma, prawie czuję się zagubiony i znudzony! Zawsze jest miło, kiedy wraca do domu, przytulamy się i mogę po prostu bawić się z nim zabawkami. Jego bycie ze mną w domu sprawia, że wszystko na świecie jest dobre.	Whenever my son is going to stay with his grandparents overnight I get really excited for a short break. As soon as he's gone I almost feel lost and bored! It's always nice when he comes back home and we snuggle and I can just play toys with him. Him being home with me makes everything right in the world.	content	happiness	0	good	0
hit:11945_conv:23891	Naprawdę nie chcę jutro iść na koncert.	I really do not want to go to the concert tomorrow.	apprehensive	fear	4	bad	1
hit:989_conv:1978	Mój pies umarł, a ja płakałem.	My dog passed away and I cried.	sad	sadness	5	bad	1
hit:2986_conv:5972	Nienawidziłem oznaczania mnie tagami na zdjęciach z weekendu	I hated being tagged in photos from the weekend	embarrassed	guilt	6	bad	1
hit:1666_conv:3333	Zapomniałem zamówić podręczniki mojej córki do szkoły. Teraz zacznie bez nich.	I forgot to order my daughter books for school. Now she is gonna start with out them.	embarrassed	guilt	6	bad	1
hit:3418_conv:6837	Nie mogłem się doczekać obejrzenia filmu w ostatni weekend. Chciałem to zobaczyć przez całe lato	I was looking forward to seeing a movie last weekend. I wanted to see it all summer	excited	happiness	0	good	0
hit:6885_conv:13770	Pewnego dnia byłem w sklepie spożywczym i kiedy szedłem przez wyspę, jakiś dzieciak minął mnie i prawie mnie przewrócił! Byłem taki szalony	I was at the grocery store the other day, and when I was walking through the isle and some kid brushed past me and almost knocked me over! I was so mad	angry	anger	3	bad	1
hit:8478_conv:16956	Moja mama jest niesamowitą mamą!	My mother is an awesome mom!	grateful	happiness	0	good	0
hit:963_conv:1926	Pierdnąłem przed szkołą w zeszłym tygodniu.	I farted in front of the school last week.	embarrassed	guilt	6	bad	1
hit:7970_conv:15940	Naprawdę myślałem, że nowe filmy o Gwiezdnych Wojnach będą lepsze, ale tak nie jest. Oni są straszni!	I really thought the new Star Wars movies would better but they are not. They are so aweful!	disappointed	sadness	5	bad	1
hit:1834_conv:3669	Widziałem raz tę kupę na jego materacu i przykryłem go kocem	i saw this bum poop on his matress once and covered it with his blanket	disgusted	other_bad	7	bad	1
hit:1336_conv:2672	Zawsze będę kibicować New York Jets.	I will always cheer for the New York Jets.	faithful	other_good	2	good	0
hit:2976_conv:5953	Mój syn zawsze był naprawdę dobry w szkole. Ostatni semestr był inny. Oblał 2 zajęcia!	My son has always been really good in school. Last semester was different. He failed 2 classes!	disappointed	sadness	5	bad	1
hit:4474_conv:8948	Byłem bardzo szczęśliwy, kiedy dostałem mojego nowego szczeniaka! Dostałem go z pomocy adopcyjnej.	I was so happy when I got my new puppy! I got him from an adoption rescue.	joyful	happiness	0	good	0
hit:3683_conv:7366	Wczoraj zapłaciłem w piekarni gotówką i dałem mi złą resztę, poszedłem, powiedziałem kasjerce, więc powiedziała mi, że dałem jej 10 dolarów, kiedy byłem pewien, że to 20 dolarów, musiałem porozmawiać z kierownikiem.	Yesterday I paid at the bakery in cash and the gave me the wrong change,  went I told the cashier so she told me I had given her $10 when I was sure it was $20, I had to speak to the manager.	angry	anger	3	bad	1
2911-8	po prostu podaj mi daty, a upewnię się, że jestem wolny. Wiesz, że po tych wszystkich rozmowach online byłoby wspaniale spotkać się z tobą w prawdziwym życiu. Nie mogę się doczekać zobaczenia wkrótce!	just give me the dates and I'll make sure I'm free . You know after all these chatting online , it will be great to meet you in real life . I look forward to seeing you soon !	no emotion	neutral	8	neutral	2
hit:12217_conv:24434	W przyszłym miesiącu wybieram się na wycieczkę z moim najlepszym przyjacielem. Jedziemy do Vegas! Nie mogę się doczekać.	I am going on a trip with my best friend next month. We are going to vegas! I cannot wait.	excited	happiness	0	good	0
hit:726_conv:1452	Obiecałem żonie, że nie będę pił alkoholu i nie od roku	I promised my wife I wouldn't drink alcohol and I haven't in 1 year	faithful	other_good	2	good	0
hit:8576_conv:17152	Upuściłem stromboli.	I dropped the stromboli.	ashamed	guilt	6	bad	1
hit:6948_conv:13897	Czułam się tak, kiedy musiałam po raz pierwszy zostawić syna, aby iść do pracy.	I felt this way when I had to leave my son for the first time to go to work.	sad	sadness	5	bad	1
hit:1252_conv:2504	Tydzień temu robiłam wszystkie szkolne zakupy moich dzieci. Pokonaj tłumy.	I did all of my kids school shopping weeks ago. Beat the crowds.	prepared	confidence	1	good	0
7721-1	Chciałbym zarezerwować pokój na trzy noce.	I'd like to book a room for three nights .	no emotion	neutral	8	neutral	2
hit:531_conv:1063	Uwielbiam być szczerym wobec ludzi	I love being sincere with people	faithful	other_good	2	good	0
hit:6811_conv:13622	Mój menadżer ma dla mnie nowe wyzwania. Jestem pewien, że mi się uda.	My manager have me new challenges to achieve. I am sure that I will succeed.	confident	confidence	1	good	0
hit:6964_conv:13928	Właśnie dostałem fryzurę i nowy garnitur. Czuję się teraz na szczycie świata.	I just got my haircut and a new suit. I feel on top of the world right now.	confident	confidence	1	good	0
hit:9092_conv:18184	Myłem samochód, a tamtejszy pracownik ukradł pieniądze z mojego samochodu. Byłem z tego powodu bardzo zły.	I had my car washed and the worker there stole money out of my car.  I was so angry about it.	furious	anger	3	bad	1
hit:4687_conv:9375	Tak się cieszę, że znowu dostałem kabel. Kanały dla dzieci zapewniają mi spokój i ciszę	I am so glad I got cable again. The kids channels are giving me some peace and quiet	grateful	happiness	0	good	0
hit:3421_conv:6842	Byłem dość zły, kiedy oblałem mój finał z historii. Powinienem był zrobić lepiej	I was pretty angry when I failed my history final. I should have done better	angry	anger	3	bad	1
hit:5946_conv:11893	Mój syn skończył liceum i w przyszłym tygodniu rozpoczyna studia inżynierskie.	My son graduated from high school and is starting college for engineering next week.	proud	other_good	2	good	0
hit:2486_conv:4972	W ten weekend zajmuję się dzieckiem mojej siostrzenicy	I get to babysit for my niece this weekend	caring	other_good	2	good	0
4876-2	Och, jaka ona jest?	Oh , what ’ s she like ?	no emotion	neutral	8	neutral	2
hit:10150_conv:20300	Nowy semestr szkolny zaczyna się za kilka dni i mam wszystkie zapasy i pracę gotowe do pracy	The new school semester starts in a few days and I have all of my supplies and work ready to go	prepared	confidence	1	good	0
hit:10567_conv:21134	Dałem komuś, kogo nie znałem, kto zrobił na ich szczęście pieniądze na jedzenie.	I have given someone I did not know who was done on their luck some money for food.	trusting	other_good	2	good	0
6365-8	Przynieś je na górę i połóż w sypialni.	Bring those upstairs and put them in the bedroom .	no emotion	neutral	8	neutral	2
hit:5790_conv:11580	Byłem wdzięczny za zaproponowaną mi pracę	I was thankful for the job i was offered	grateful	happiness	0	good	0
hit:2971_conv:5942	Jutro spotykam się z rodzicami mojej dziewczyny. jestem tak zdenerwowany	I am meeting my girlfriends parents tomorrow. I am so nervous	terrified	fear	4	bad	1
9413-4	Czy to duża różnica?	Is it a big difference ?	no emotion	neutral	8	neutral	2
hit:4046_conv:8092	Kiedyś brałem udział w konkursie matematycznym w moim liceum i rozwiązałem większość pytań, więc mój zespół wygrał. Następnego dnia moje imię i nazwiska innych członków zespołu zostały ogłoszone podczas porannego ogłoszenia i byłem bardzo dumny. To wydarzenie dodało mi pewności siebie przez resztę mojego życia w szkole.	I once was a contestant for a math contest at my high school, and I solved most of the questions so my team won. The next day, my name and other team members' names were announced during the morning announcement and I felt very proud. This event boosted my confidence throughout the rest of my life in school.	confident	confidence	1	good	0
hit:9913_conv:19826	Zawsze chętnie wracam do domu, żeby zobaczyć moje psy	I'm always happy to come home to see my dogs	excited	happiness	0	good	0
hit:3215_conv:6430	Widziałem, jak rodzi się moja córka dziś rano. To był jeden z najlepszych dni w moim życiu!	I watched my daughter be born this morning.  It was one of the best days of my life!	joyful	happiness	0	good	0
hit:2657_conv:5314	Na pierwszym roku studiów myślałem, że całkowicie zbombarduję mój egzamin z rachunku różniczkowego. W końcu dużo się uczyłem i pomyślałem, że poradzę sobie dobrze, co też zrobiłem.	In freshman year of college I thought I was gonna completely bomb my calculus final. In the end I studied a ton and thought I would do well, which I did.	confident	confidence	1	good	0
hit:4474_conv:8949	Okradano mnie, ale zatrzymał go policjant. Jestem mu bardzo wdzięczny.	I was being robbed but a policeman stopped him.  I am very thankful of him.	grateful	happiness	0	good	0
hit:3864_conv:7729	Kusiło mnie, żeby pocałować dziewczynę zeszłej nocy, ale jestem żonaty.	I was so tempted to kiss the girl last night, But I am married.	faithful	other_good	2	good	0
hit:5290_conv:10580	Czuję, że mój starszy brat dostał całą miłość!	I feel like my big brother got all the love!	jealous	other_bad	7	bad	1
hit:9288_conv:18576	Kiedy spojrzałem na jedno z moich rachunków bankowych, zdałem sobie sprawę, że straciłem wszystkie pieniądze. Dowiedziałem się, że został skradziony i nie było sposobu, aby go odzyskać.	When I looked at one of my bank accounts I realized I lost all my money. I found out it was stolen and there was no way to get it back.	devastated	sadness	5	bad	1
hit:10_conv:21	Jestem taki zdenerwowany i szalony. Nie mogę uwierzyć, co się stało!	I am so upset and mad. I cant believe what has happened!	angry	anger	3	bad	1
hit:8983_conv:17966	Kiedy wróciłem do domu, mój pies już mnie nie rozpoznał	When I went home, my dog didn't recognize me anymore	disappointed	sadness	5	bad	1
hit:5702_conv:11404	Zamówiłam niewłaściwy rozmiar sukienki, która miała przybyć w dniu, w którym musiałem ją założyć	I ordered the wrong size of  dress that was arriving the day I needed to wear it	embarrassed	guilt	6	bad	1
hit:4638_conv:9276	Byłem bardzo szczęśliwy, że mogłem spędzać czas z przyjaciółmi w ten weekend. Minęło trochę czasu	I was pretty happy I got to hang out with friends this weekend. It had been awhile	excited	happiness	0	good	0
hit:607_conv:1215	Mój kot zwymiotował na moje ulubione buty i bardzo mnie to wkurzyło.	My cat vomited on my favorite shoes and I was so mad about it.	angry	anger	3	bad	1
hit:9672_conv:19345	Zawsze jestem gotowy na wszystko. Noszę ze sobą tyle rzeczy na wszelki wypadek!	I'm always ready for anything. I carry so much stuff with me just in case!	prepared	confidence	1	good	0
hit:1680_conv:3360	Czuję, że ostatnio mam naprawdę świetne relacje z żoną.	I feel like I have a really great relationship with my wife lately.	content	happiness	0	good	0
hit:8873_conv:17746	Jestem gotów na podwyżkę.	I'm up for a raise.	confident	confidence	1	good	0
1448-4	Możesz to zrobić teraz, jeśli chcesz.	You can do it right now , if you ’ d like .	no emotion	neutral	8	neutral	2
hit:11841_conv:23682	Nie dawałem kelnerce napiwków drugiej nocy	I didn't tip my waitress the othe rnight	guilty	guilt	6	bad	1
hit:4138_conv:8277	Zamówiłem pół funta indyka, a pani w delikatesach dała mi pieczeń wołową. Nie zauważyłem, dopóki nie dotarliśmy do domu. To było straszne	I ordered a half pound of turley and the lady at the deli gave me roast beef. I didn't notice until we got home. It was terrible	disgusted	other_bad	7	bad	1
hit:6563_conv:13126	Kiedy wysiadłem z samochodu na parkingu centrum handlowego, podszedł do mnie mężczyzna.	A man approached me after I got out of my car in a shopping center parking lot.	afraid	fear	4	bad	1
hit:1601_conv:3202	W zeszłym tygodniu zdałem egzamin końcowy. Jestem optymistą co do wyników, ale zobaczymy.	I took my finals exam last week. I am optimistic about the results but we shall see.	hopeful	confidence	1	good	0
hit:675_conv:1351	Zawsze lubię być przygotowany przed wyjazdem	I always like to be prepared before going on a trip	prepared	confidence	1	good	0
hit:6087_conv:12175	Czułem się dobrze po dzisiejszym lekarstwie. Czułem się, jakbym miał wyzdrowieć	I felt good after I got some medicine today. It felt like I was going to get better	hopeful	confidence	1	good	0
hit:10685_conv:21370	Nie zdradziłem swojego partnera.	I didn't cheat on my partner.	faithful	other_good	2	good	0
hit:10103_conv:20207	Mój przyjaciel spotkał niedawno George'a Clooneya w restauracji i nawet nie zrobił mu zdjęcia, ale rozmawiał z nim przez pół godziny.	A friend of mine recently met George Clooney at a resturant and not even took a picture with him but have a conversation with him for like half an hour.	jealous	other_bad	7	bad	1
hit:8468_conv:16936	Mam ochotę na oszustwo e-mailowe. Jestem taki naiwny, a oni stają się naprawdę dobrzy w kradzieży moich pieniędzy	I just feel for an email scam. I am so gulible and they are getting really good at stealing my money	trusting	other_good	2	good	0
hit:3180_conv:6360	Kiedy byłem dzieckiem, byłem sam w nocy podczas wielkiej burzy.	When i was a kid i was alone at night during a huge thunderstorm.	afraid	fear	4	bad	1
hit:8431_conv:16862	Kiedy złamałem rękę, po prostu wiedziałem, że mój brat zabierze mnie do szpitala. Miałem całą wiarę w świat	When I broke my arm, I just knew my brother was going to get me to the hospital. I had all the faith in the world	trusting	other_good	2	good	0
hit:7246_conv:14492	Wiem, że jeśli w to wierzę, dam radę.	I know that if I believe it inside, I can do it.	faithful	other_good	2	good	0
hit:8833_conv:17667	Kiedy po raz pierwszy poszedłem na moje pierwsze spotkanie Dungeons and Dragons, poczułem się naprawdę przytłoczony tą całą słownictwem, zasadami i tym podobnymi rzeczami. Nie miałem pojęcia, co robię i czułem się głupio. Zrobiłem co mogłem, aby dowiedzieć się, co mogłem tym razem, i planuję nie ciągnąć wszystkich innych w dół	First time I went to my very first Dungeons and Dragons get-together, I felt really overwhelmed with all the verbiage and rules and stuff like that. Had no idea what I was doing and felt dumb. Did my best to learn what I could this time around, and I plan to not drag everyone else down	prepared	confidence	1	good	0
hit:6693_conv:13387	Właśnie wyszedłem z psem 2 mile i teraz jesteśmy po prostu wyluzowani, relaksując się na kanapie. To był dobry dzień!	Just walked my dog 2 miles and now we are just chilled out, relaxing on the couch.  It's been a good day!	content	happiness	0	good	0
hit:9698_conv:19396	Ciężko się uczyłem do egzaminu z matematyki. Nie myśl, że mogę zawieść.	I studied hard for my math exam. Don't think I can fail.	confident	confidence	1	good	0
hit:10691_conv:21383	Pewnego razu wyszedłem ze starymi spodniami i podarły się, gdy byłem w centrum. Byłem bardzo zawstydzony	One time I went out with an old pant and it ripped when I was in downtown. I was very embarrased	ashamed	guilt	6	bad	1
hit:9433_conv:18867	Kiedyś utknąłem w korku. Mimo że wyszedłem wcześniej, spóźniłem się 30 minut na wizytę	Once, I got stuck in a traffic jam. Even though I left early, I was 30 minutes late to an appointment	lonely	sadness	5	bad	1
hit:1802_conv:3605	Nie mogę się doczekać, kiedy pójdę do wesołego miasteczka!	I can't wait to go to the amusement park!	excited	happiness	0	good	0
hit:10962_conv:21925	Dowiedziałem się, że moja babcia ma demencję i szybko się pogarsza.	I found out that my grandma has Dementia and is deteriorating pretty quickly.	sad	sadness	5	bad	1
hit:6329_conv:12659	Poprosiłem o dodatkowe pikle do mojego burgera w McDonald's. Kiedy go dostałem, położyli na nim tylko 5 pikli!	I asked for extra pickles on my burger at McDonald's. When I got it they only put 5 pickles on it!	angry	anger	3	bad	1
hit:5173_conv:10347	Ostatnio czułam się trochę odizolowana, zwłaszcza odkąd zerwałam z moim byłym. Ale potem widzę, ile oszczędzam i czuję się dużo lepiej.	These days I've been feeling a little isolated, especially since I broke up with my ex.  But then I see how much money I'm saving and I feel a lot better.	lonely	sadness	5	bad	1
hit:9790_conv:19580	Wierzę w siebie tylko dlatego, że jestem jedyną osobą, która nigdy mnie nie zawiodła	I only put my faith in myself because I'm the only person who's never failed me	trusting	other_good	2	good	0
hit:3377_conv:6754	Wczoraj musieliśmy spieszyć babcię na ostry dyżur, ponieważ straciła przytomność i uderzyła głową o podłogę. To było bardzo przerażające i nie pamiętała tego	We had to rush my grandmother to the ER yesterday because she passed out and hit her head on the tile floor. It was very scary and she had no memory of it	terrified	fear	4	bad	1
